token,pos,lemma,aspect,tense,verbForm,voice,mood,number,person,case,gender
fortunata,v,fortuno,perf,past,participle,passive,,pl,,acc,n
recumbit,v,recumbo,imperf,praes,finite,active,ind,sg,3,,
quomodo,adv,quomodo,,,,,,,,,
nosti,v,nosco,imperf,praes,finite,active,ind,sg,2,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
illam,pron,ille,,,,,,sg,,acc,f
trimalchio,n,trimalchio,,,,,,sg,,acc,n
argentum,n,argentum,,,,,,sg,,acc,n
composuerit,v,compono,perf,past,finite,active,coni,sg,3,,
reliquias,n,reliquia,,,,,,pl,,acc,f
pueris,n,puer,,,,,,pl,,abl,m
diviserit,v,dieo,perf,past,finite,active,coni,sg,3,,
aquam,n,aqua,,,,,,sg,,acc,f
in,adp,in,,,,,,,,,
os,n,os,,,,,,sg,,acc,n
suum,adi,suus,,,,,,sg,psor,acc,n
coniciet,v,conicio,imperf,fut,finite,active,ind,sg,3,,
atqui,coniunctio,atqui,,,,,,,,,
respondit,v,respondeo,perf,past,finite,active,ind,sg,3,,
habinnas,n,habinna,,,,,,sg,,nom,f
illa,pron,ille,,,,,,sg,,nom,f
discumbit,v,disco,perf,past,finite,active,ind,sg,3,,
me,pron,ego,,,,,,sg,,acc,m
apoculo,n,apoculus,,,,,,sg,,abl,m
coeperat,v,coepi,perf,pluperfect,finite,active,ind,sg,3,,
surgere,v,surgo,imperf,praes,infinitive,active,,,,,
signo,n,signum,,,,,,sg,,abl,n
dato,v,do,perf,past,participle,passive,,sg,,abl,n
fortunata,v,fortuno,perf,past,participle,passive,,sg,,nom,f
quater,n,quater,,,,,,sg,,abl,f
amplius,adv,ample,,,,,,,,,
a,adp,ab,,,,,,,,,
tota,adi,totus,,,,,,sg,,abl,f
familia,n,familia,,,,,,sg,,abl,f
esset,aux,sum,imperf,past,finite,active,coni,sg,3,,
vocata,v,voco,perf,past,participle,passive,,sg,,nom,f
venit,v,venio,imperf,past,finite,active,ind,sg,3,,
galbino,adv,galbino,,,,,,,,,
succincta,v,succingo,perf,past,participle,passive,,sg,,nom,f
cingillo,n,cingillus,,,,,,sg,,abl,n
cerasina,adi,cerasinus,,,,,,sg,,nom,f
appareret,v,appareo,imperf,past,finite,active,coni,sg,3,,
tunica,n,tunicus,,,,,,sg,,nom,f
periscelides,adi,periscelidus,,,,,,pl,,acc,f
tortae,n,torta,,,,,,sg,,gen,f
phaecasiaeque,n,phaecasia,,,,,,sg,,gen,f
inauratae,v,inauro,perf,past,participle,passive,,sg,,gen,f
tunc,adv,tunc,,,,,,,,,
sudario,adi,sudarius,,,,,,sg,,abl,n
manus,n,manus,,,,,,sg,,nom,f
tergens,v,tergo,imperf,praes,participle,active,,sg,,nom,f
quod,coniunctio,quod,,,,,,,,,
in,adp,in,,,,,,,,,
collo,n,collus,,,,,,sg,,abl,m
habebat,v,habeo,imperf,past,finite,active,ind,sg,3,,
applicat,v,applico,imperf,praes,finite,active,ind,sg,3,,
se,pron,se,,,,,,sg,,acc,m
illi,pron,ille,,,,,,sg,,dat,m
toro,n,torum,,,,,,sg,,dat,f
in,adp,in,,,,,,,,,
scintilla,n,scintilla,,,,,,sg,,abl,f
habinnae,n,habinna,,,,,,sg,,gen,f
discumbebat,v,discumbo,imperf,past,finite,active,ind,sg,3,,
uxor,n,uxor,,,,,,sg,,nom,f
osculataque,v,osculo,perf,past,participle,passive,,sg,,nom,f
plaudentem,v,plaudo,imperf,praes,participle,active,,sg,,acc,f
est,aux,sum,,praes,finite,active,ind,sg,3,,
te,pron,tu,,,,,,sg,,acc,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
videre,v,video,imperf,praes,infinitive,active,,,,,
eo,pron,is,,,,,,sg,,abl,m
perventum,v,perventum,imperf,praes,participle,passive,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
fortunata,v,fortuno,perf,past,participle,passive,,sg,,nom,f
armillas,n,armilla,,,,,,pl,,acc,f
suas,adi,suus,,,,,,pl,psor,acc,f
crassissimis,adi,crassus,,,,,,pl,,dat,m
detraheret,v,detraho,imperf,past,finite,active,coni,sg,3,,
lacertis,n,lacer,,,,,,pl,,dat,f
scintillaeque,n,scintillaeque,,,,,,sg,,gen,f
miranti,v,miror,imperf,praes,participle,active,,sg,,dat,m
ostenderet,v,ostendo,imperf,past,finite,active,coni,sg,3,,
ultimo,adi,ultimus,,,,,,sg,,dat,m
periscelides,adi,periscelidus,,,,,,pl,,acc,f
resolvit,v,resoleo,imperf,praes,finite,active,ind,sg,3,,
reticulum,n,reticulum,,,,,,sg,,acc,n
aureum,n,aures,,,,,,sg,,acc,f
quem,pron,qui,,,,,,sg,,acc,m
obrussa,n,obrussa,,,,,,sg,,acc,m
esse,aux,sum,,praes,infinitive,active,,,,,
dicebat,v,dico,imperf,past,finite,active,ind,sg,3,,
notavit,v,noto,perf,past,participle,passive,,sg,,nom,m
haec,pron,hic,,,,,,pl,,acc,n
trimalchio,n,trimalchio,,,,,,sg,,acc,n
iussitque,v,iusuisquor,perf,past,finite,active,ind,sg,3,,
afferri,v,affero,imperf,praes,infinitive,passive,,,,,
omnia,pron,omnis,,,,,,pl,,acc,n
videtis,v,video,imperf,praes,finite,active,ind,pl,2,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
mulieris,n,mulier,,,,,,sg,,gen,f
compedes,n,compes,,,,,,sg,,acc,f
barcalae,n,barcala,,,,,,sg,,gen,f
despoliamur,v,despolio,imperf,praes,finite,passive,coni,pl,1,,
sex,num,sex,,,,,,,,,
pondo,n,pondo,,,,,,sg,,acc,f
selibram,n,selibra,,,,,,sg,,acc,f
debet,v,debeo,imperf,praes,finite,active,ind,sg,3,,
habere,v,habeo,imperf,praes,infinitive,active,,,,,
ipse,pron,ipse,,,,,,sg,,nom,m
nihilo,pron,nihil,,,,,,sg,,abl,n
minus,adv,minus,,,,,,,,,
habeo,v,habeo,imperf,praes,finite,active,ind,sg,1,,
decem,num,decem,,,,,,,,,
pondo,n,pondo,,,,,,sg,,acc,f
armillam,n,armilla,,,,,,sg,,acc,f
millesimis,adi,millesimus,,,,,,pl,,abl,f
mercurii,n,mercurius,,,,,,sg,,gen,m
factam,v,facio,perf,past,participle,passive,,sg,,acc,f
ultimo,adi,ultimus,,,,,,sg,,abl,m
mentiri,v,mentior,imperf,praes,infinitive,passive,,,,,
videretur,v,video,imperf,past,finite,passive,coni,sg,3,,
stateram,n,stater,,,,,,sg,,acc,f
iussit,v,iubeo,perf,past,finite,active,ind,sg,3,,
afferri,v,affero,imperf,praes,infinitive,passive,,,,,
circulatum,v,circulo,perf,past,participle,passive,,sg,,acc,n
approbari,v,approbo,imperf,praes,infinitive,passive,,,,,
pondus,n,pondus,,,,,,sg,,acc,n
melior,adi,bonus,,,,,,sg,,nom,f
scintilla,n,scintilla,,,,,,sg,,abl,f
quae,pron,qui,,,,,,sg,,nom,f
de,adp,de,,,,,,,,,
cervice,n,cervice,,,,,,sg,,abl,m
sua,pron,suus,,,,,,sg,,abl,f
capsellam,n,capsella,,,,,,sg,,acc,f
detraxit,v,detraho,perf,past,finite,active,ind,sg,3,,
aureolam,n,aureola,,,,,,sg,,acc,f
quam,pron,qui,,,,,,sg,,acc,f
felicionem,n,felicio,,,,,,sg,,acc,f
appellabat,v,appello,imperf,past,finite,active,ind,sg,3,,
inde,adv,inde,,,,,,,,,
duo,num,duo,,,,,,pl,,acc,n
crotalia,adi,crotalis,,,,,,pl,,acc,n
protulit,v,profero,perf,past,finite,active,ind,sg,3,,
fortunatae,v,fortuno,perf,past,participle,passive,,pl,,dat,f
invicem,pron,invicem,,,,,,pl,,dat,m
consideranda,v,considero,perf,,gerundive,passive,,pl,,acc,n
dedit,v,do,perf,past,finite,active,ind,sg,3,,
domini,n,dominus,,,,,,sg,,gen,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
mei,adi,meus,,,,,,sg psor,psor,gen,m
beneficio,n,beneficium,,,,,,sg,,abl,n
nemo,pron,nemo,,,,,,sg,,nom,m
habet,v,habeo,imperf,praes,finite,active,ind,sg,3,,
meliora,adi,bonus,,,,,,pl,,acc,n
quid,pron,quis,,,,,,sg,,acc,n
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
habinnas,n,habinna,,,,,,sg,,acc,f
excatarissasti,v,excatario,perf,past,finite,active,ind,sg,2,,
me,pron,ego,,,,,,sg,,acc,m
tibi,pron,tu,,,,,,sg,,dat,m
emerem,v,emo,imperf,praes,finite,active,ind,sg,2,,
fabam,n,faba,,,,,,sg,,acc,f
vitream,n,vitream,,,,,,sg,,acc,f
plane,adv,plane,,,,,,,,,
filiam,n,filia,,,,,,sg,,acc,f
haberem,v,habeo,imperf,past,finite,active,coni,sg,1,,
auriculas,n,auricula,,,,,,pl,,acc,f
illi,pron,ille,,,,,,pl,,dat,m
praeciderem,v,praecido,imperf,praes,infinitive,active,,,,,
mulieres,n,mulier,,,,,,pl,,acc,f
essent,aux,sum,imperf,past,finite,active,coni,pl,3,,
omnia,adi,omnis,,,,,,pl,,acc,n
luto,n,luto,,,,,,sg,,abl,n
haberemus,v,habeo,imperf,past,finite,active,coni,pl,1,,
nunc,adv,nunc,,,,,,,,,
hoc,pron,hic,,,,,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
caldum,n,caldus,,,,,,sg,,nom,n
meiere,v,meio,imperf,praes,infinitive,active,,,,,
frigidum,adi,frigidus,,,,,,sg,,acc,n
potare,v,poto,imperf,praes,infinitive,active,,,,,
mulieres,n,mulier,,,,,,pl,,acc,f
sauciae,n,saucium,,,,,,pl,,gen,f
se,pron,se,,,,,,pl,,acc,m
riserunt,v,rideo,perf,past,finite,active,ind,pl,3,,
ebriaeque,n,ebriaeque,,,,,,pl,,nom,f
iunxerunt,v,iungo,perf,past,finite,active,ind,pl,3,,
oscula,n,oscula,,,,,,pl,,acc,n
altera,adi,alter,,,,,,sg,,abl,f
diligentiam,n,diligentia,,,,,,sg,,acc,f
matris,n,mater,,,,,,sg,,gen,f
familiae,n,familia,,,,,,sg,,gen,f
iactat,v,iacto,imperf,praes,finite,active,ind,sg,3,,
altera,adiT,alter,,,,,,sg,,abl,f
delicias,n,delicias,,,,,,pl,,acc,f
indiligentiam,n,indiligentia,,,,,,sg,,acc,f
viri,adi,viri,,,,,,sg,,gen,m
dumque,adv,dumque,,,,,,,,,
cohaerent,v,coho,imperf,praes,finite,active,ind,pl,3,,
habinnas,n,habinna,,,,,,pl,,acc,f
furtim,n,furtim,,,,,,sg,,acc,m
consurrexit,v,consurgo,perf,past,finite,active,ind,sg,3,,
pedesque,n,pedesque,,,,,,pl,,acc,m
fortunatae,v,fortuno,perf,past,participle,passive,,pl,,nom,f
correptos,v,corrimo,perf,past,participle,passive,,pl,,acc,m
lectum,n,lectus,,,,,,sg,,acc,m
immisit,v,immitto,perf,past,finite,active,ind,sg,3,,
au,inter,au,,,,,,,,,
au,num,au,,,,,,,,,
illa,pron,ille,,,,,,pl,,acc,n
proclamavit,v,proclamo,perf,past,finite,active,ind,sg,3,,
aberrante,v,aberro,imperf,praes,participle,active,,sg,,abl,m
tunica,n,tunicus,,,,,,sg,,abl,f
genua,n,genus,,,,,,pl,,acc,n
composita,v,compono,perf,past,participle,passive,,pl,,acc,n
in,adp,in,,,,,,,,,
gremio,n,gremium,,,,,,sg,,abl,n
scintillae,n,scintilla,,,,,,sg,,gen,f
indecentissimam,adi,indecentus,,,,,,sg,,acc,f
rubore,n,rubus,,,,,,sg,,abl,n
faciem,n,facies,,,,,,sg,,acc,f
sudario,adi,sudarius,,,,,,sg,,abl,f
abscondit,v,abscondo,imperf,praes,finite,active,ind,sg,3,,
fax,n,fax,,,,,,sg,,nom,f
ulla,adi,ullus,,,,,,sg,,nom,f
in,adp,in,,,,,,,,,
praesidio,n,praesidium,,,,,,sg,,abl,n
erat,v,sum,imperf,past,finite,active,ind,sg,3,,
quae,pron,qui,,,,,,sg,,nom,f
iter,n,iter,,,,,,sg,,acc,n
aperiret,v,aperio,imperf,past,finite,active,coni,sg,3,,
errantibus,v,erro,imperf,praes,participle,active,,pl,,dat,m
silentium,n,silentium,,,,,,sg,,acc,n
noctis,n,nox,,,,,,sg,,gen,f
mediae,adi,medius,,,,,,sg,,gen,f
promittebat,v,promitto,imperf,past,finite,active,ind,sg,3,,
occurrentium,v,occurro,imperf,praes,participle,active,,pl,,gen,m
lumen,n,lumen,,,,,,sg,,acc,n
accedebat,v,accedo,imperf,past,finite,active,ind,sg,3,,
huc,adv,huc,,,,,,,,,
ebrietas,n,ebrietas,,,,,,sg,,nom,f
imprudentia,n,imprudentia,,,,,,sg,,nom,f
locorum,n,locus,,,,,,pl,,gen,m
interdiu,adp,interdiu,,,,,,,,,
obscura,adi,obscurus,,,,,,sg,,abl,f
itaque,adv,itaque,,,,,,,,,
hora,n,hora,,,,,,sg,,abl,f
paene,n,paes,,,,,,sg,,abl,f
tota,adi,totus,,,,,,sg,,abl,f
omnes,adi,omnis,,,,,,pl,,acc,f
scrupos,n,scrupus,,,,,,pl,,acc,f
gastrarumque,n,gastrarus,,,,,,pl,,gen,f
eminentium,v,emineo,imperf,praes,participle,active,,pl,,gen,m
fragmenta,n,fragmentum,,,,,,pl,,acc,n
traxissemus,v,traho,perf,past,finite,active,coni,pl,1,,
cruentos,v,cruenio,imperf,praes,participle,active,,pl,,acc,m
pedes,n,pes,,,,,,pl,,acc,m
tandem,adv,tandem,,,,,,,,,
expliciti,v,explico,perf,past,participle,passive,,sg,,nom,n
acumine,n,acumen,,,,,,sg,,abl,n
gitonis,n,gito,,,,,,sg,,gen,m
sumus,aux,sum,,praes,finite,active,ind,pl,1,,
prudens,adi,prudens,,,,,,sg,,nom,m
pridie,adp,pridie,,,,,,,,,
luce,n,lux,,,,,,sg,,abl,f
clara,adi,clarus,,,,,,sg,,abl,f
timeret,v,timeo,imperf,past,finite,active,coni,sg,3,,
errorem,n,error,,,,,,sg,,acc,m
omnes,ADj,omnis,,,,,,pl,,acc,f
pilas,n,pila,,,,,,pl,,acc,m
columnasque,n,columna,,,,,,pl,,acc,f
notaverat,v,noto,perf,past,participle,passive,,sg,,acc,m
creta,n,cretum,,,,,,pl,,acc,n
quae,pron,qui,,,,,,pl,,acc,n
lineamenta,n,lineamentum,,,,,,pl,,acc,n
evicerunt,v,evicerunt,perf,past,finite,active,ind,pl,3,,
spississimam,adi,spissus,,,,,,sg,,acc,f
noctem,n,nox,,,,,,sg,,acc,f
notabili,adi,notabilis,,,,,,sg,,abl,m
candore,n,candor,,,,,,sg,,abl,m
ostenderunt,v,ostendo,perf,past,finite,active,ind,pl,3,,
errantibus,v,erro,imperf,praes,participle,active,,pl,,dat,m
viam,n,viam,,,,,,sg,,acc,f
quamvis,coniunctio,quamvis,,,,,,,,,
minus,adv,minus,,,,,,,,,
sudoris,n,sudor,,,,,,sg,,gen,m
habuimus,v,habeo,perf,past,finite,active,ind,pl,1,,
postquam,adv,postquam,,,,,,,,,
ad,adp,ad,,,,,,,,,
stabulum,n,stabulum,,,,,,sg,,acc,n
pervenimus,v,pervenio,imperf,praes,finite,active,ind,pl,1,,
anus,n,anus,,,,,,sg,,nom,f
ipsa,pron,ipse,,,,,,sg,,nom,f
deversitores,n,deversitores,,,,,,pl,,acc,m
diutius,adv,diutius,,,,,,,,,
ingurgitata,v,ingurgito,perf,past,participle,passive,,sg,,nom,f
ignem,n,ignis,,,,,,sg,,acc,m
quidem,adv,quidem,,,,,,,,,
admotum,v,admo,perf,past,participle,passive,,sg,,acc,m
sensisset,v,sentio,perf,pluperfect,finite,active,coni,sg,3,,
forsitan,adv,forsitan,,,,,,,,,
pernoctassemus,v,pernocto,perf,pluperfect,finite,active,coni,pl,1,,
in,adp,in,,,,,,,,,
limine,n,limen,,,,,,sg,,abl,m
ni,coniunctio,ni,,,,,,,,,
tabellarius,adi,tabellarius,,,,,,sg,,nom,m
trimalchionis,n,trimalchio,,,,,,sg,,gen,m
intervenisset,v,intervenio,perf,pluperfect,finite,active,coni,sg,3,,
x,num,x,,,,,,,,,
vehiculis,n,vehiculis,,,,,,pl,,abl,m
diu,adv,diu,,,,,,,,,
tumultuatus,v,tomultuo,perf,past,participle,passive,,sg,,nom,m
stabuli,n,stabulum,,,,,,sg,,gen,n
ianuam,n,ianua,,,,,,sg,,acc,f
effregit,v,effero,perf,past,finite,active,ind,sg,3,,
eandem,pron,idem,,,,,,sg,,acc,f
festram,n,festra,,,,,,sg,,acc,f
admisit,v,admitto,perf,past,finite,active,ind,sg,3,,
qualis,adi,qualis,,,,,,sg,,nom,f
nox,n,nox,,,,,,sg,,nom,f
fuit,aux,sum,perf,past,finite,active,ind,sg,3,,
illa,pron,ille,,,,,,sg,,nom,f
di,n,dus,,,,,,,,,
deaeque,v,deaequeo,imperf,praes,finite,active,imperative,sg,2,,
quam,pron,qui,,,,,,sg,,acc,f
mollis,adi,mollis,,,,,,sg,,nom,f
torus,n,torus,,,,,,sg,,nom,f
haesimus,v,haerio,imperf,praes,finite,active,ind,pl,1,,
calentes,v,caleo,imperf,praes,participle,active,,pl,,acc,m
transfudimus,v,transfudo,imperf,praes,finite,active,ind,pl,1,,
hinc,adv,hinc,,,,,,,,,
hinc,adv,hinc,,,,,,,,,
labellis,n,labella,,,,,,pl,,dat,m
errantes,v,erro,imperf,praes,participle,active,,pl,,acc,m
animas,n,anima,,,,,,pl,,acc,f
valete,v,valete,imperf,praes,finite,active,imperative,pl,2,,
curae,n,cura,,,,,,pl,,gen,f
mortales,adi,mortalis,,,,,,pl,,acc,f
perire,v,pereo,imperf,praes,infinitive,active,,,,,
coepi,v,coepi,perf,past,finite,active,ind,sg,1,,
sine,adp,sine,,,,,,,,,
causa,n,causa,,,,,,sg,,abl,f
gratulor,v,gratulo,imperf,praes,finite,active,ind,sg,2,,
mihi,pron,ego,,,,,,sg,,dat,m
solutus,v,soluo,perf,past,participle,passive,,sg,,nom,m
mero,n,merus,,,,,,sg,,abl,m
remisissem,v,remitto,perf,pluperfect,finite,active,coni,sg,3,,
ebrias,adi,ebrius,,,,,,pl,,acc,f
manus,n,manus,,,,,,sg,,acc,f
ascyltos,adi,ascyltus,,,,,,sg,,nom,m
omnis,adi,omnis,,,,,,sg,,gen,f
iniuriae,adi,iniurius,,,,,,sg,,gen,f
inventor,n,inventor,,,,,,sg,,nom,m
subduxit,v,subduco,perf,past,finite,active,ind,sg,3,,
mihi,pron,ego,,,,,,sg,,dat,m
nocte,n,nox,,,,,,sg,,abl,f
puerum,n,puer,,,,,,sg,,acc,m
in,adp,in,,,,,,,,,
lectum,n,lectus,,,,,,sg,,acc,m
transtulit,v,transfero,perf,past,finite,active,ind,sg,3,,
suum,adi,suus,,,,,,sg,psor,acc,m
volutatusque,v,volutatusque,perf,past,participle,passive,,sg,,nom,m
liberius,adv,libere,,,,,,,,,
fratre,n,frater,,,,,,sg,,abl,m
suo,adi,suus,,,,,,sg,psor,abl,m
sentiente,v,sentio,imperf,praes,participle,active,,sg,,abl,m
iniuriam,adi,iniurius,,,,,,sg,,acc,f
dissimulante,v,dissimulo,imperf,praes,participle,active,,sg,,abl,m
indormivit,v,indormio,perf,past,finite,active,ind,sg,3,,
alienis,adi,alienus,,,,,,pl,,abl,m
amplexibus,n,amplex,,,,,,pl,,abl,m
oblitus,v,obliuiscor,perf,past,participle,passive,,sg,,nom,m
iuris,n,ius,,,,,,sg,,gen,n
humani,adi,humanus,,,,,,sg,,gen,m
itaque,adv,itaque,,,,,,,,,
experrectus,v,experrosco,perf,past,participle,passive,,sg,,nom,m
pertrectavi,v,pertrector,perf,past,participle,passive,,sg,,nom,n
gaudio,n,gaudium,,,,,,sg,,abl,n
despoliatum,v,despolio,perf,past,participle,passive,,sg,,acc,m
torum,n,torus,,,,,,sg,,acc,f
qua,pron,qui,,,,,,sg,,abl,f
est,v,sum,imperf,praes,finite,active,ind,sg,3,,
amantibus,v,amo,imperf,praes,participle,active,,pl,,dat,m
fides,n,fides,,,,,,sg,,nom,f
dubitavi,v,dubito,imperf,praes,finite,active,ind,sg,2,,
utrumque,pron,uterque,,,,,,sg,,acc,n
traicerem,adi,traicer,,,,,,sg,,acc,m
gladio,n,gladius,,,,,,sg,,abl,m
somnumque,n,somnusque,,,,,,sg,,acc,m
morti,n,mors,,,,,,sg,,dat,f
iungerem,v,iungo,imperf,past,finite,active,,sg,,,
tutius,adv,tutius,,,,,,,,,
dein,adv,dein,,,,,,,,,
secutus,v,sequor,perf,past,participle,passive,,sg,,nom,m
consilium,n,consilium,,,,,,sg,,acc,n
gitona,n,gito,,,,,,sg,,acc,m
quidem,adv,quidem,,,,,,,,,
verberibus,n,verberibus,,,,,,pl,,abl,m
excitavi,v,excito,imperf,praes,finite,active,ind,sg,1,,
ascylton,v,ascylto,imperf,praes,finite,active,ind,sg,2,,
truci,v,truco,imperf,praes,finite,active,ind,sg,3,,
intuens,v,intueor,imperf,praes,participle,active,,sg,,nom,m
vultu,n,vultu,,,,,,sg,,abl,m
inquam,v,inquam,imperf,praes,finite,active,ind,sg,2,,
fidem,n,fides,,,,,,sg,,acc,f
scelere,n,scelus,,,,,,sg,,abl,n
violasti,v,violasti,perf,past,finite,active,ind,sg,2,,
communem,adi,communis,,,,,,sg,,acc,f
amicitiam,n,amicitia,,,,,,sg,,acc,f
res,n,res,,,,,,pl,,acc,f
tuas,adi,tuus,,,,,,pl psor,psor,acc,f
ocius,adi,ocior,,,,,,sg,,acc,n
tolle,v,tollo,imperf,praes,finite,active,imperative,sg,2,,
alium,adi,alius,,,,,,sg,,acc,m
locum,n,locus,,,,,,sg,,acc,m
quem,pron,qui,,,,,,sg,,acc,m
polluas,v,polluo,imperf,praes,finite,active,ind,pl,2,,
quaere,v,quaero,imperf,praes,finite,active,ind,sg,2,,
repugnavit,v,repugno,perf,past,finite,active,ind,sg,3,,
ille,pron,ille,,,,,,sg,,nom,m
postquam,adv,postquam,,,,,,,,,
optima,adi,bonus,,,,,,sg,,abl,f
fide,n,fides,,,,,,sg,,abl,f
partiti,v,partior,perf,past,participle,passive,,pl,,nom,m
manubias,n,manubia,,,,,,pl,,acc,f
sumus,aux,sum,,praes,finite,active,ind,pl,1,,
age,v,ago,imperf,praes,finite,active,imperative,sg,2,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
nunc,adv,nunc,,,,,,,,,
puerum,n,puer,,,,,,sg,,acc,m
dividamus,v,dividamus,imperf,praes,finite,active,coni,pl,1,,
hanc,pron,hic,,,,,,sg,,acc,f
offensam,n,offensa,,,,,,sg,,acc,f
praeclusissem,v,praecludo,perf,past,finite,active,,sg,,,
mihi,pron,ego,,,,,,sg,,dat,m
aditum,v,ado,perf,past,participle,passive,,sg,,acc,m
quem,pron,qui,,,,,,sg,,acc,m
feceram,v,facio,perf,past,finite,active,ind,sg,2,,
iterum,adv,iterum,,,,,,,,,
ad,adp,ad,,,,,,,,,
licentiam,n,licentia,,,,,,sg,,acc,f
redii,v,redeo,perf,past,finite,active,ind,sg,1,,
interpositis,v,interpono,perf,past,participle,passive,,pl,,abl,m
paucis,adi,paucus,,,,,,pl,,abl,m
diebus,n,dies,,,,,,pl,,abl,m
similis,adi,similis,,,,,,sg,,nom,m
casus,n,casus,,,,,,sg,,nom,m
in,adp,in,,,,,,,,,
eandem,pron,idem,,,,,,sg,,acc,f
fortunam,n,fortuna,,,,,,sg,,acc,f
rettulisset,v,retpulo,perf,pluperfect,finite,active,coni,sg,3,,
intellexi,v,intellego,perf,past,finite,active,ind,sg,1,,
stertere,v,sterto,imperf,praes,infinitive,active,,,,,
patrem,n,pater,,,,,,sg,,acc,m
rogare,v,rogo,imperf,praes,infinitive,active,,,,,
coepi,v,coepi,perf,past,finite,active,ind,sg,1,,
ephebum,n,ephebus,,,,,,sg,,acc,m
reverteretur,v,reverteretur,imperf,past,finite,passive,coni,sg,3,,
in,adp,in,,,,,,,,,
gratiam,n,gratia,,,,,,sg,,acc,f
mecum,pron,ego,,,,,,sg psor,psor,acc,m
id,pron,is,,,,,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
pateretur,v,patior,imperf,past,finite,passive,coni,sg,3,,
satis,adv,satis,,,,,,,,,
fieri,v,facio,imperf,praes,infinitive,passive,,,,,
sibi,pron,se,,,,,,sg,,dat,m
cetera,pron,ceterus,,,,,,pl,,acc,n
quae,pron,qui,,,,,,pl,,acc,n
libido,n,libidus,,,,,,sg,,nom,f
distenta,v,disto,perf,past,participle,passive,,sg,,nom,f
dictat,v,dicto,imperf,praes,finite,active,ind,sg,3,,
ille,pron,ille,,,,,,sg,,nom,m
plane,adv,plane,,,,,,,,,
iratus,v,irascor,perf,past,participle,passive,,sg,,nom,m
nihil,pron,nihil,,,,,,sg,,acc,n
aliud,adi,alius,,,,,,sg,,acc,n
dicebat,v,dico,imperf,past,finite,active,ind,sg,3,,
hoc,pron,hic,,,,,,sg,,acc,n
dormi,v,dormo,imperf,praes,finite,active,ind,sg,2,,
dicam,v,dico,imperf,fut,finite,active,ind,sg,1,,
patri,n,pater,,,,,,sg,,dat,m
nihil,pron,nihil,,,,,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
arduum,adi,arduus,,,,,,sg,,nom,n
quod,coniunctio,quod,,,,,,,,,
improbitas,v,improbo,perf,past,participle,passive,,sg,,nom,f
extorqueat,v,extorqueo,imperf,praes,finite,active,coni,sg,3,,
dicit,v,dico,imperf,praes,finite,active,ind,sg,3,,
patrem,n,pater,,,,,,sg,,acc,m
excitabo,v,excito,imperf,fut,finite,active,ind,sg,1,,
irrepsi,v,irrepo,imperf,perf,finite,active,ind,sg,1,,
male,adv,male,,,,,,,,,
repugnanti,v,repugno,imperf,praes,participle,active,,sg,,dat,m
gaudium,n,gaudium,,,,,,sg,,acc,n
>extorsi,v,extorqueo,imperf,perf,finite,active,,sg,1,,
ille,pron,ille,,,,,,sg,,nom,m
indelectatus,v,indelecto,perf,past,participle,passive,,sg,,nom,m
nequitia,n,nequitia,,,,,,sg,,nom,f
mea,adi,meus,,,,,,sg psor,psor,nom,f
postquam,adv,postquam,,,,,,,,,
diu,adv,diu,,,,,,,,,
questus,n,questus,,,,,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
deceptum,v,decipio,perf,past,participle,passive,,sg,,nom,m
se,pron,se,,,,,,sg,,acc,m
derisum,n,deris,,,,,,sg,,acc,m
traductumque,v,traduco,perf,past,participle,passive,,sg,,acc,m
condiscipulos,n,condiscipulus,,,,,,pl,,acc,m
quibus,pron,qui,,,,,,pl,,abl,m
iactasset,v,iacto,perf,pluperfect,finite,active,coni,sg,3,,
censum,n,census,,,,,,sg,,acc,m
meum,adi,meus,,,,,,sg psor,psor,acc,m
videris,v,video,perf,past,finite,active,ind,sg,2,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
ero,aux,sum,,fut,finite,active,ind,sg,1,,
tui,adi,tuus,,,,,,sg psor,psor,gen,m
similis,adi,similis,,,,,,sg,,nom,m
quid,pron,quis,,,,,,sg,,acc,n
vis,n,vis,,,,,,sg,,nom,f
fac,v,facio,imperf,praes,finite,active,imperative,sg,2,,
iterum,adv,iterum,,,,,,,,,
vero,adv,vero,,,,,,,,,
deposita,v,depono,perf,past,participle,passive,,sg,,abl,f
omni,adi,omnis,,,,,,sg,,abl,f
offensa,n,offensa,,,,,,sg,,abl,f
puero,n,puer,,,,,,sg,,abl,m
in,adp,in,,,,,,,,,
gratiam,n,gratia,,,,,,sg,,acc,f
redii,v,redeo,perf,past,finite,active,ind,sg,1,,
ususque,n,ususque,,,,,,sg,,nom,m
